date,signal_raw,signal_smoothed,position,p_down,p_flat,p_up,pred_label,true_label
2024-07-03,-0.055467882287462356,-0.07204780953969352,0.0,0.31419680018643803,0.42707428191458585,0.2587289178989757,1,1
2024-07-05,-0.051620382796621844,-0.07117075120308095,0.0,0.32124723167290925,0.4091259194508029,0.2696268488762874,1,1
2024-07-08,-0.0680389384345606,-0.07618350850233926,0.0,0.32867494252167195,0.41068905339121603,0.26063600408711135,1,1
2024-07-09,-0.07203724244290877,-0.07193863803363651,0.0,0.33424275719878366,0.403551728045341,0.2622055147558749,1,1
2024-07-10,-0.08753226612986942,-0.0669393424182846,0.0,0.3493574840454886,0.38881729803889187,0.2618252179156192,1,0
2024-07-11,-0.07222277898722279,-0.07029032175823668,0.0,0.3683932836536129,0.33543621167999677,0.2961705046663901,0,0
2024-07-12,-0.06392965972241832,-0.07275217714339598,0.0,0.3572089442915361,0.34951177113934556,0.2932792845691178,0,0
2024-07-15,-0.06742788659858906,-0.07262996677620168,0.0,0.3763987586419199,0.31463036931474897,0.30897087204333085,0,0
2024-07-16,-0.06763738395361146,-0.0717499950783422,0.0,0.3766853066227265,0.3142667707081584,0.309047922669115,0,0
2024-07-17,0.05384137852632642,-0.043475266147103044,0.0,0.36672827737612845,0.21270206672141687,0.4205696559024549,2,0
2024-07-18,0.05140515699536058,-0.01874967895058637,0.0,0.3745429146620673,0.1995090136805054,0.4259480716574279,2,0
2024-07-19,0.0512500545679449,0.0042862639074862765,0.0,0.3729560934143885,0.2028377586032787,0.4242061479823334,2,0
2024-07-22,0.05150209346206108,0.028072259919616305,0.5,0.37104199878043276,0.20641390897707376,0.42254409224249384,2,0
2024-07-23,0.021909657757245238,0.045981668261787643,0.5,0.3876162520526147,0.20285783813752528,0.4095259098098599,2,0
2024-07-24,0.1387879549895843,0.06297098355443922,0.5,0.3273312383776361,0.2065495682551442,0.4661191933672204,2,2
2024-07-25,0.1568265053807365,0.0840552532315144,0.5,0.3215616335967326,0.20005022742579864,0.4783881389774691,2,1
2024-07-26,0.08027613793843791,0.089860469905613,0.5,0.3616191856039496,0.19648549085366318,0.44189532354238753,2,0
2024-07-29,0.05009350594631018,0.08957875240246282,0.5,0.3794775573748336,0.1909513793040227,0.42957106332114375,2,0
2024-07-30,0.30768033068963163,0.1467328869889401,0.5,0.23839137270528885,0.2155369238997907,0.5460717033949205,2,0
2024-07-31,0.1973241158117799,0.15844011915337922,0.8,0.29666053293979894,0.20935481830862263,0.4939846487515788,2,0
2024-08-01,0.3809600532167443,0.20326682872058077,0.8,0.20339451227510652,0.21225092223304248,0.5843545654918508,2,0
2024-08-02,0.3086722469841441,0.24894605052972202,0.8,0.2368244819958468,0.2176787890241622,0.5454967289799909,2,1
2024-08-05,0.33005030444767663,0.3049374102299953,0.8,0.22624324266706536,0.21746321021819293,0.556293547114742,2,2
2024-08-06,0.31327753298808214,0.3060568506896854,1.0024687051149976,0.231873966607169,0.2229745337975795,0.5451514995952511,2,2
